都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,定休日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
041009,0000000288,宮城県,仙台市,AER展望テラス,アエルテンボウテラス,,,宮城県仙台市青葉区中央1-3-1,,38.262653,140.881424,44562,,,10:00～20:00 ショップ＆ワンダーアエル（一部店舗は営業時間が異なる）,無料,,"仙台駅西口前にある、オフィスや公共施設、商業施設も入る複合ビル。31階建て、高さ145.5mの複合ビル最上階の東西2ヵ所には無料の展望テラスがある。<style type=""text/css"">
p, li { white-space: pre-wrap; }
</style>※最新情報は公式サイト等でご確認ください。",,JR仙台駅2F出口2-8より徒歩2分・地下鉄東西線・南北線 仙台駅北7出口より徒歩3分,520台,,AER,022-724-1111,,,,https://www.sendai-aer.com/,
045012,0000000289,宮城県,涌谷町,涌谷町産　金のいぶき【宮城県涌谷町】,ワクヤチョウサン　キンノイブキ,,,宮城県遠田郡涌谷町涌谷地区・箟岳地区内,,38.547646,141.139542,,,,,450ｇグラム　490円（税込み）,,"　金のいぶきは玄米食専用品種で、宮城県のブランド米として認定されています。炊飯が難しく、ぼそぼそとした食感という従来の玄米の印象を覆し、<span style=""color: rgb(0, 0, 0);"">「</span><span style=""color: rgb(250, 197, 28);"">白米よりも豊富な栄養素</span><span style=""color: rgb(0, 0, 0);"">」</span>「<span style=""color: rgb(209, 72, 65);"">手間いらずの簡単炊飯</span>」「<span style=""color: rgb(209, 72, 65);"">驚きのもちもち食感</span>」などの特徴を兼ね備えた金のいぶきは、まさに<strong><u>新時代の玄米です</u>。</strong>また一般的な玄米より、ビタミンEやGABAといった栄養素がたっぷり含まれ、毎日の食事における健康サポートにも頼れる味方となります。　涌谷町は日本初の産金地でもあり、金のいぶきの金色に輝く姿から、「<strong><span style=""color: rgb(250, 197, 28);"">涌谷からとれる現代の金</span></strong>」として独自にブランド化を確立させました。また産金当時、東大寺の大仏の塗金用に金を献上したことに習って、毎年金のいぶきを献納米としてお届けしております。　涌谷町から発信する<strong><span style=""color: rgb(250, 197, 28);"">現代の金</span></strong>、皆様もぜひ味わってください。<span style=""font-size: 18px;""><strong>日本遺産のマークが追加され、デザインもより金色に輝くようなパッケージに替わりました！</strong></span>",,,,,新みやぎ農業協同組合　みどりの地区本部マーケティング室,0229-87-3344,,,,http://www.town.wakuya.miyagi.jp/sangyo/nogyo/kinnoibuki.html,
046060,0000000290,宮城県,南三陸町,南三陸町自然環境活用センター（ネイチャーセンター）,ミナミサンリクチョウシゼンカンキョウカツヨウセンター（ネイチャーセンター）,,,宮城県本吉郡南三陸町戸倉字沖田69番地2,,38.634148,141.445236,土日祝、年末年始,,,8：30～17：15,無料,,2018年「志津川湾」がラムサール条約湿地に登録された南三陸に、装いも新たに自然環境活用センターがオープンしました。<br>団体様でも対応可能な広々とした実験室、ミーティングや展示会等で利用できる交流室をメインに、飼育室や標本展示等を備えた研究施設。<br>志津川湾の様々な動植物の標本を気軽に見学できます。,,三陸自動車道志津川ICから車で12分,有,,南三陸町自然環境活用センター,0226-25-9703,,,,,
042021,0000000291,宮城県,石巻市,白浜ビーチパーク,シラハマビーチパーク,,,宮城県石巻市北上町十三浜字白浜,,38.597572,141.4702,１２月１日から３月３１日まで,,,午前８時から日没まで,無料,,石巻市北上町十三浜字白浜地内、白浜海岸に隣接して整備され、平成31年4月1日に開園した施設です。デイキャンプサイト、トイレ、東屋、食材などの洗い場等の施設があり、ピクニックや芋煮、バーベキューなどが楽しめます。,,三陸自動車道河北インターより車で30分,普通車171台,,"白浜ビーチパーク運営組合
石巻市北上総合支所地域振興課","090-6639-5153
0225-67-2114",,,,https://www.city.ishinomaki.lg.jp/cont/10452000b/-kanko/-kankomap/d0320/20190604120312.html,
046060,0000000292,宮城県,南三陸町,神割崎キャンプ場,カミワリザキキャンプジョウ,,,宮城県本吉郡南三陸町戸倉字寺浜81番地23,,38.634148,141.445236,火曜日,,,"9：00～18：00
※通年営業
","入村料600円（小学生以上）＋各サイト使用料
＜サイト使用料＞
フリーサイト：400円（1張り）
オートサイト：3,000円
ログキャビン（レギュラー）：5,000円（4名まで）
ログキャビン（ワイド）：10,000円（6名まで）
※料金はご宿泊時の料金、税込み
車中泊サイト　1台1,000円",,太平洋に面した高台に位置し、2021年秋にリニューアルした海の見えるキャンプ場。南三陸杉を使用した新しい「ログキャビン」お好きな場所にテントを張れる「フリーサイト」<br>電源完備、サイトのすぐ横に車の乗り入れ可能な「オートサイト」<br>キャンピングカーなど気軽に乗り入れ・宿泊可能な「車中泊サイト」<br>初心者でも安心して楽しめる「手ぶらでキャンプ」プランも人気です。,,三陸自動車道志津川ICから車で20分,有,,神割崎キャンプ場,0226-46-9221,,,,https://www.m-kankou.jp/kamiwari-camp/,
042021,0000000293,宮城県,石巻市,北上観光物産交流センター,キタカミカンコウブッサンコウリュウセンター,,,宮城県石巻市北上町十三浜字東田１,,38.597572,141.4702,火曜日（祝日の場合は翌日）、年末年始,,,9:00～17:00,無料,,石巻市北上地区の観光情報の発信や案内、美しい風景写真の展示を行う施設です。北上町十三浜で採れたワカメ、コンブ、アワビ、ウニ、ホタテなどの水産加工品、橋浦地区の地域特産米、野菜等を展示販売しています。併設する石巻・川のビジターセンターでは、周辺地域の自然についての情報発信、ふれあい体験イベントなどを実施しています。,,三陸自動車道 河北ICより約40分,,,石巻市北上観光物産交流センター,0225-98-9861,,,,https://www.city.ishinomaki.lg.jp/cont/10250000/3201/20180704140615.html,
042021,0000000294,宮城県,石巻市,釣石神社,ツリイシジンジャ,,,宮城県石巻市北上町十三浜字菖蒲田305番地,,38.597572,141.4702,,,,,,,崖の中腹から突き出た巨石が幾多の災害を乗り越えて鎮座し続けていることから、受験の神様として有名。合格祈願のため県内外から多くの参拝客が訪れる。冬には、北上川河口に生育するヨシ原のヨシを使った「茅ではなくヨシの輪」が境内に飾られる。,,三陸自動車道 河北ICより車で約25分,普通車100台,,,0225-25-6345,,,,,
041009,0000000295,宮城県,仙台市,仙台あおば餃子,センダイアオバギョウザ,,,宮城県仙台市,,38.268009,140.869614,各スポットにより異なります。,,,各スポットにより異なります。,各スポットにより異なります。,,『仙台あおば餃子』は農業の振興と地域経済の活性化を目的に、仙台市内で生産された農産物を使った新たな商品を、というテーマから誕生しました。その特徴はネーミングの「あおば」からもわかるように、杜の都をイメージさせる緑鮮やかな色。地域特産の野菜である仙台産雪菜を皮に練りこみ、具にも野菜をたっぷり使用した、ヘルシーで、子どもから大人まで楽しめる優しい美味しさです。,,各スポットにより異なります。,各スポットにより異なります。,,仙台市経済局農政企画課,022-214-8266,,,,,
046060,0000000296,宮城県,南三陸町,志津川湾観光船,シヅガワワンカンコウセン,,,宮城県本吉郡南三陸町志津川字黒崎99-17（南三陸ホテル観洋）,,38.700771,141.463928,天候またはその他事情により運休する場合有,,,10：15～11：30,"大人(中学生以上) 1,200円
子供(小学生) 600円　
※未就学児無料
※団体割引15名以上で適用",,南三陸町志津川湾のリアス式海岸特有の荒々しい岬や島々の景色を眺めながらウミネコと遊び、のんびりとした時間をお過ごしいただけます。,,"三陸自動車道志津川ICから車で10分
ＢＲＴ志津川駅から車で5分　※送迎可(要予約)
ＢＲＴ陸前戸倉駅から車で3分※送迎可(要予約)",有,,南三陸ホテル観洋,0226-46-2442,,,,https://www.mkanyo.jp/,
042021,0000000297,宮城県,石巻市,神割崎,カミワリザキ,,,宮城県石巻市北上町十三浜字石生,,38.597572,141.4702,,,,,無料,,その昔、村境を争っていた海岸に巨大な鯨が打ち上げられ、その所有権を争っていたところ、落雷により岬が二つに割れました。人々はこれを神様が下した裁きだろうと考え、争いが解決したとの伝説が残っています。切り立つ崖に打ち寄せる波が荒々しくも美しく、毎年2月中旬と10月下旬には岩の間から登る日の出を望むことができます。,,三陸自動車道 河北ICより車で約35分,普通車94台,,石巻市北上総合支所地域振興課,0225-67-2114,,,,https://www.city.ishinomaki.lg.jp/cont/10452000b/-kanko/-kankomap/d0070/20130224154442.html,
041009,0000000298,宮城県,仙台市,仙台産枝豆,センダイサンエダマメ,,,宮城県仙台市,,38.268009,140.869614,各スポットにより異なります。,,,各スポットにより異なります。,各スポットにより異なります。,,仙台平野で古くから栽培が盛んだった『枝豆』。仙台藩ではお盆の郷土料理として「ずんだ餅」が楽しまれていたように、枝豆を美味しく食べる独特の文化も根付いています。枝豆は、収穫した翌日には甘みやうまみが半減する、鮮度が命の野菜です。仙台市では生産地と消費地の近さを生かし、生産者、流通事業者等が協力して仙台市内で朝に収穫した枝豆をその日のうちにお店へお届けするプロジェクトを立ち上げ、仙台産農産物を新鮮なうちに提供しています（飲食店での提供期間は、概ね7月中下旬～8月頃です）。,,各スポットにより異なります。,各スポットにより異なります。,,,,,,,,
